Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
13a673db-1551-1bde-3f2f-0ae73d218e89,2006-05-31,,999-37-3207,S99992382,,Ms.,Dedra50,Gertie348,Schuster709,,,,white,nonhispanic,F,Boston  Massachusetts  US,1089 Brakus Byway Apt 25,Edgartown,Massachusetts,Dukes County,,00000,41.420191913773984,-70.4803210548877,36798.52,127604.56,44245
5184acc9-daab-90c5-918d-2731f34d20b9,2013-10-29,,999-60-2240,,,,Teddy976,Chung121,Stehr398,,,,asian,nonhispanic,M,Hanover  Massachusetts  US,177 Wintheiser Glen,Ayer,Massachusetts,Middlesex County,25027,01434,42.59982912833465,-71.52654886426424,12297.33,20946.38,99819
474a96f0-fd06-bf20-c76e-6d2af5a23324,1981-05-01,,999-99-5773,S99997503,X56988307X,Mr.,German382,Ned189,Dickens475,,,D,white,nonhispanic,M,Lawrence  Massachusetts  US,1054 King Underpass Suite 95,Attleboro,Massachusetts,Bristol County,25005,02703,41.977716879842575,-71.25476512160914,65178.66,8372.70,60559
009af3b8-ae1e-860f-2019-40686fa99c06,1967-06-30,2020-09-03,999-30-6932,S99934612,X36069102X,Mrs.,Agripina633,Larissa293,Ebert178,,Lesch175,D,white,nonhispanic,F,Newton  Massachusetts  US,638 Cormier Well,Harwich,Massachusetts,Barnstable County,,00000,41.68276394823573,-70.03971488931843,458857.90,537232.56,71858
ea314181-6258-30b9-f63b-cf84ac47f56c,1992-07-02,,999-72-1392,S99971933,X38338389X,Mrs.,Adrienne302,Hang682,McClure239,,Koss676,M,hawaiian,nonhispanic,F,Somerville  Massachusetts  US,253 Macejkovic Club,Littleton,Massachusetts,Middlesex County,,00000,42.57473152304314,-71.53204287539131,53994.06,594178.96,80171
5f5b15b3-b369-110f-9674-cc32cadae6f6,1946-11-21,,999-95-4055,S99990606,X69402803X,Mrs.,Maira380,Shayla126,Ward668,,Stracke611,M,white,nonhispanic,F,Methuen  Massachusetts  US,664 Quigley Ramp,Douglas,Massachusetts,Worcester County,,00000,42.091085011329874,-71.75700585566523,760333.45,258886.67,99291
4f711ebf-d6ff-9a5d-7805-e7f741a89504,1983-12-31,,999-26-6795,S99975108,X5948506X,Mrs.,Elease461,,Frami345,,Quitzon246,M,white,nonhispanic,F,Attleboro  Massachusetts  US,190 Hilll Wall Suite 0,Boston,Massachusetts,Suffolk County,25025,02210,42.33819068217407,-71.03007037782251,10279.23,612577.31,4404
043af485-f433-3760-0e75-e949c3ca2b6c,2003-05-30,,999-15-2009,S99995405,X7542356X,Ms.,Beverlee316,Star250,Block661,,,,black,nonhispanic,F,Billerica  Massachusetts  US,102 Casper Station Apt 69,Boston,Massachusetts,Suffolk County,25025,02127,42.299673869335294,-71.08177807779704,177546.62,9834.37,85654
3678646c-5d4c-6845-0794-bbf43a8c07de,2020-03-26,,999-47-9467,,,,Rich940,Rickey821,Mann644,,,,white,nonhispanic,M,Westminster  Massachusetts  US,670 Howell Trail,Worcester,Massachusetts,Worcester County,25027,01607,42.257308581844384,-71.77347165861286,5314.60,7927.15,34201
ba67eb9b-989a-92f9-02c3-eed158f525a7,1989-08-27,,999-10-8293,S99939319,X34658184X,Mrs.,Gina573,Jonnie215,Smitham825,,Jacobs452,M,white,nonhispanic,F,Boston  Massachusetts  US,616 Rutherford Row Suite 27,Lexington,Massachusetts,Middlesex County,25017,02421,42.43039306923027,-71.2128133855365,177875.20,333906.24,60363
710c3eff-6485-912a-d4b1-d83f11b08884,1967-06-30,,999-17-5681,S99998328,X36160453X,Mrs.,Leanne251,,Bernier607,,Botsford977,D,white,nonhispanic,F,Duxbury  Massachusetts  US,490 Schimmel Common Apt 59,Harwich,Massachusetts,Barnstable County,,00000,41.66655693847176,-70.02948536570548,1061420.32,519420.40,71858
71abdb85-6d40-6a6e-49f4-08af13a16854,2006-07-04,,999-73-5261,S99925931,,Ms.,Tammera223,Barbar976,Ziemann98,,,,white,nonhispanic,F,Boston  Massachusetts  US,439 Blanda Well Unit 60,Shirley,Massachusetts,Middlesex County,25017,01464,42.55414111338591,-71.6565829169871,49329.00,83190.71,32593
6d0cbc94-0ec4-9ea3-427b-b5e084a8c0d9,1954-09-22,,999-10-6283,S99922051,X10712300X,Mrs.,Marcy588,Loraine318,Koepp521,,Hermiston71,M,white,nonhispanic,F,Somerset  Massachusetts  US,566 Gerhold Key Suite 12,Weymouth,Massachusetts,Norfolk County,25021,02190,42.23976972039063,-70.91511685098786,278034.34,693110.06,134539
ceb74e68-70fa-8f78-6e1b-31c106efa625,2008-03-19,,999-81-7525,S99929799,,,Luther918,Thad495,Moen819,,,,white,nonhispanic,M,Attleboro  Massachusetts  US,1097 O'Conner Glen Suite 92,Boston,Massachusetts,Suffolk County,25025,02116,42.31590025134999,-71.05831632975219,20066.97,6585.71,68447
019843d8-85eb-d646-32cd-c97db573becd,2003-08-15,,999-57-8571,S99969812,X3688758X,Ms.,Cordie578,Shirl54,Deckow585,,,,white,nonhispanic,F,Clinton  Massachusetts  US,582 Swaniawski Alley Suite 71,Springfield,Massachusetts,Hampden County,25013,01128,42.11052160013155,-72.45689949348616,6089.52,27861.30,25194
4af5083b-f997-ec45-ded7-3f668e4c0970,2012-03-30,,999-66-7073,,,,Samatha845,Beatrice15,Maggio310,,,,hawaiian,nonhispanic,F,Woburn  Massachusetts  US,673 Prosacco Alley,Weymouth,Massachusetts,Norfolk County,25021,02190,42.2031356073381,-70.92336691362003,40759.48,125948.54,134379
3bc5d800-f1f0-9b64-46c3-3f94002605e6,1999-07-07,,999-65-3647,S99927261,X42749879X,Ms.,Julieann172,Berna338,Lehner980,,,,white,nonhispanic,F,Everett  Massachusetts  US,776 Rohan Highlands,Swampscott,Massachusetts,Essex County,25009,01907,42.505592628795384,-70.89085161648376,358624.31,300053.59,116675
21b33753-7ff4-e215-4179-239fbea31d5d,1960-01-21,,999-62-3544,S99928754,X64714627X,Mrs.,Ladawn167,Elmer371,Streich926,,Bartell116,M,white,nonhispanic,F,Plymouth  Massachusetts  US,506 Howell Parade Suite 15,Brockton,Massachusetts,Plymouth County,25023,02302,42.15435465806383,-70.94374425792684,20355.20,1360307.51,10684
8e189c38-d2ac-4f99-6675-fd3c8e75f9b9,2025-09-09,,999-76-1816,,,,Gayle448,,McCullough561,,,,white,nonhispanic,M,North Falmouth  Massachusetts  US,184 Lindgren Grove Suite 40,Hadley,Massachusetts,Hampshire County,,00000,42.37666442847947,-72.54329298537095,3663.83,0.00,42924
cb41e3e5-92fd-5da0-6ec1-846dab6e6eb6,1968-01-20,,999-71-2958,S99975882,X72088924X,Mrs.,Avis183,,Turner526,,Heller342,M,white,nonhispanic,F,Barnstable  Massachusetts  US,478 Windler Lock,Waltham,Massachusetts,Middlesex County,25017,02451,42.40529662543704,-71.19455611061946,204899.75,299940.47,175853
e07465c2-f022-88e9-f410-53d6c7bc4611,1978-11-30,,999-88-4780,S99932240,X16093428X,Mrs.,Lara964,Georgia502,Kertzmann286,,Feil794,M,white,nonhispanic,F,Brockton  Massachusetts  US,167 Johns Village,Everett,Massachusetts,Middlesex County,25017,02149,42.427293731417684,-71.0120242280754,377342.66,498325.60,46927
9fbdfe1d-e370-4924-68ca-1501db9cf343,1981-06-05,,999-30-1918,S99969224,X12982039X,Mrs.,Ginger664,Avelina400,O'Kon634,,Volkman526,M,white,nonhispanic,F,Middleborough  Massachusetts  US,809 Nolan Bridge Suite 1,South Amherst,Massachusetts,Hampshire County,,00000,42.35201660995692,-72.50300498927237,526027.99,40056.16,36452
56cfed8f-a193-4bb9-7699-e728470e14ef,1994-10-05,,999-15-3584,S99925535,X84761451X,Mr.,Ozzie259,Marcel580,Cremin516,,,S,white,nonhispanic,M,Hull  Massachusetts  US,566 Klein Passage,Duxbury,Massachusetts,Plymouth County,25023,02332,42.01955832608181,-70.69703297251883,59356.60,11002.19,475060
041eeac3-b7cc-43f0-3015-70b85e3ec20a,1974-01-17,,999-50-4016,S99985414,X32233091X,Mrs.,Pamelia915,Tracy345,Dickinson688,,Hoppe518,W,white,nonhispanic,F,Pittsfield  Massachusetts  US,697 Hickle Passage Unit 65,Brookline,Massachusetts,Norfolk County,25017,02467,42.31572958935058,-71.1828648723592,293462.33,984255.06,672310
eb4f4e11-bac8-2b70-25bf-e3a61fabd1ed,2014-03-27,,999-65-3711,,,,Maurice742,Thuy136,Connelly992,,,,white,nonhispanic,F,Pinehurst  Massachusetts  US,721 Mueller Vista,New Bedford,Massachusetts,Bristol County,25005,02740,41.579448927416514,-71.01530797604043,2040.40,21968.50,20235
38d36eac-68b4-6bfc-2df3-350e97261393,2012-09-05,,999-53-9829,,,,Leonardo412,Joesph309,Prosacco716,,,,white,nonhispanic,M,Boston  Massachusetts  US,453 Christiansen Boulevard,Auburn,Massachusetts,Worcester County,,00000,42.15595125870025,-71.80385882222855,31751.58,73174.68,123575
04db76c8-b986-caca-9e1f-d2c3d3e8e605,2001-09-04,,999-46-1249,S99956172,X10559483X,Ms.,Melba931,Lue764,Waelchi213,,,,white,nonhispanic,F,Hingham  Massachusetts  US,594 Runte Quay Unit 83,Saugus,Massachusetts,Essex County,25009,01906,42.51478676484148,-70.9847277684457,88816.44,138427.93,50744
2d95bb93-932f-fc6b-c3dc-6b29fdc9f2af,2024-10-30,,999-97-5988,,,,María Eugenia578,Susana117,Hernández971,,,,white,hispanic,F,Lima  Lima Province  PE,1021 Marvin Trafficway Apt 47,Grafton,Massachusetts,Worcester County,,00000,42.24341651031274,-71.6623737844445,5555.28,556.46,131329
ea740196-ea33-9776-0cf3-9d04be04da75,1961-03-25,,999-26-4426,S99976483,X56941598X,Mr.,Linwood526,Ronny764,Brakus656,,,M,white,nonhispanic,M,Milton  Massachusetts  US,625 Mayer Station Unit 61,Weymouth,Massachusetts,Norfolk County,25021,02189,42.20515169152179,-70.91958457767501,11506.56,157690.60,12737
a27b51fd-f717-14bd-a980-98e5ba66e5e5,1959-09-19,,999-95-1081,S99922581,X21691979X,Mr.,Aron520,Nathaniel596,Paucek755,,,W,white,nonhispanic,M,Lawrence  Massachusetts  US,481 Gorczany Knoll Apt 90,Quincy,Massachusetts,Norfolk County,25021,02186,42.261259026812695,-70.99733529444266,177646.18,243440.88,36158
f85381aa-b0b5-6a0f-f64b-cfb109109086,2004-01-22,,999-81-7595,S99937921,X46318516X,Mr.,Thomas756,Hoyt490,Reinger292,,,,asian,nonhispanic,M,Wakefield  Massachusetts  US,1082 McLaughlin Ramp Unit 15,Boston,Massachusetts,Suffolk County,25025,02136,42.37603467517582,-71.02799837566899,40898.95,0.00,68166
16a6f517-872c-832a-4f04-0c3004c0b987,1992-05-26,,999-30-8868,S99916144,X3693157X,Mrs.,Kazuko67,,Blick895,,Roob72,M,black,nonhispanic,F,Dracut  Massachusetts  US,1018 Quigley Fork Unit 6,Wakefield,Massachusetts,Middlesex County,25017,01880,42.527844793877655,-71.06370409880361,122293.21,278578.75,174729
359e3146-44c9-86d7-bc1a-07db30ac4251,1991-10-27,,999-17-7077,S99954651,X82749445X,Mrs.,Ellamae709,Rachal9,Hintz995,,Mitchell808,M,white,nonhispanic,F,Westwood  Massachusetts  US,314 Emmerich Underpass,Monson,Massachusetts,Hampden County,,00000,42.11524839886696,-72.283918917217,113791.34,240504.45,135461
1f5e8321-9372-ec2c-da5b-9c10933f43af,1997-06-18,,999-51-8945,S99972856,X45635585X,Mr.,Steve819,Lynwood354,Schroeder447,,,M,white,nonhispanic,M,Boston  Massachusetts  US,613 Wisozk Mill,Southbridge,Massachusetts,Worcester County,25027,01550,42.06126065471949,-72.04880859685991,53652.13,7790.04,27949
d948cb25-83b9-1652-3272-9092c6959050,1956-11-06,,999-27-7119,S99988490,X5465723X,Mrs.,Bernarda685,Margrett284,Strosin214,,Rodriguez71,D,white,nonhispanic,F,Methuen  Massachusetts  US,1079 Schmeler Burg Suite 38,Brockton,Massachusetts,Plymouth County,25023,02351,42.08479924233555,-71.00198595464093,555191.67,202538.31,73151
9370966a-1c17-46a7-64e5-c809d5efaae0,2009-09-04,,999-21-1094,S99911089,,,Mignon230,Julianne852,Jast432,,,,white,nonhispanic,F,Burlington  Massachusetts  US,281 Ziemann Underpass Suite 49,Leominster,Massachusetts,Worcester County,25027,01453,42.56124384846309,-71.79784622299134,20429.96,7724.07,95061
2a759914-accf-d999-77fe-e17cc84663f8,1992-09-16,,999-67-5821,S99967570,X17717583X,Mrs.,Annabelle638,Lesley194,Goyette777,,Hirthe744,M,white,nonhispanic,F,Hingham  Massachusetts  US,813 Connelly Gateway,Worcester,Massachusetts,Worcester County,25027,01608,42.31628000123869,-71.85521511459885,242998.88,687723.37,48351
4bb187b2-10b0-787f-45c0-96e3a277cdfb,1963-07-02,,999-66-2126,S99942074,X87291433X,Mr.,Jose871,Noel608,Runolfsson901,,,M,black,nonhispanic,M,Duxbury  Massachusetts  US,642 Walker Mission Apt 87,Leominster,Massachusetts,Worcester County,25027,01453,42.55924825605737,-71.79721788667447,182813.22,125730.08,138636
ce0a4cdc-3cb6-74d2-61e3-9ccbf9bb563c,1997-05-18,,999-86-8089,S99975782,X45011868X,Mrs.,Frank378,Jacquetta148,Orn563,,Harris789,M,white,nonhispanic,F,Montague  Massachusetts  US,273 Leannon Port,Beverly,Massachusetts,Essex County,25009,01915,42.52720064999301,-70.85042592179988,383174.40,59724.91,92484
e907f701-3c2d-9f5f-cdd5-bcdbbe499653,1953-10-19,1999-07-28,999-58-4695,S99937509,X39148421X,Mr.,Errol226,Ira784,Goldner995,,,S,white,nonhispanic,M,Pittsfield  Massachusetts  US,202 Leffler Gateway Unit 60,Fall River,Massachusetts,Bristol County,25005,02723,41.629557595790644,-70.98072104621093,323559.89,173099.67,46724
603e2240-5b48-1b51-bd4b-b7b660c0b158,1984-12-10,,999-12-4840,S99944569,X64958703X,Mrs.,Mindy103,Joann92,Bruen238,,Gutmann970,D,white,nonhispanic,F,East Falmouth  Massachusetts  US,836 Heller Road Unit 17,Newburyport,Massachusetts,Essex County,25009,01950,42.81035399544747,-70.90616482121074,463689.63,825086.74,88521
7fe3fd38-998b-d8f4-c551-319c621140fa,1976-06-11,,999-82-3314,S99939054,X67839495X,Mr.,Mariano761,Miles206,Deckow585,,,M,asian,nonhispanic,M,Middleton  Massachusetts  US,274 Berge Estate,Needham,Massachusetts,Norfolk County,25021,02494,42.24615466496771,-71.25401251748342,92336.75,14797.69,74489
95367859-2156-91d0-663a-514f958b8735,1992-01-29,1994-12-19,999-17-3719,,,,Mohamed943,,Emmerich580,,,,white,nonhispanic,M,Needham  Massachusetts  US,211 Schmeler Branch,Attleboro,Massachusetts,Bristol County,25005,02703,41.9709293364264,-71.33456996700923,7518.91,16240.12,176968
309555f5-cb23-9e69-c6a1-2888078f68fc,2008-09-20,,999-92-6004,S99987148,,,Concha418,Elizabet136,Shanahan202,,,,white,hispanic,F,Waltham  Massachusetts  US,622 Mann Union Unit 31,Taunton,Massachusetts,Bristol County,25005,02767,41.94184497194506,-71.13524861365009,2363.43,45190.42,15968
a0e05f78-9a38-6f80-35c9-cf88a1cc6a79,1978-07-06,,999-42-8516,S99976533,X52269446X,Mrs.,Loan904,Felicidad691,Powlowski563,,Gottlieb798,D,white,hispanic,F,Andover  Massachusetts  US,887 Bahringer Village,Taunton,Massachusetts,Bristol County,25005,02767,41.94959749213315,-71.07200560646862,166076.59,1012702.19,26991
bb634995-4e10-b275-e7b2-fb03df7ff3c2,1978-05-04,,999-18-9143,S99930560,X62800227X,Mr.,Levi940,,Schulist381,,,D,white,nonhispanic,M,Boston  Massachusetts  US,208 Greenholt Heights,Sandwich,Massachusetts,Barnstable County,25001,02563,41.67196503417696,-70.50683401586717,133354.29,248445.17,377200
fc50edfd-6590-d30e-c370-9aa1dbedadb1,1939-03-08,1997-05-02,999-20-6997,S99910650,X68964849X,Mr.,Edgar153,Taylor21,Schamberger479,,,W,white,nonhispanic,M,Agawam  Massachusetts  US,238 Padberg Parade,Marshfield,Massachusetts,Plymouth County,25023,02050,42.15013940455219,-70.68466349458566,13917.49,711254.07,20606
af2dc888-ce3d-db15-de85-763675d17621,1992-01-29,,999-78-5679,S99953645,X67652345X,Mr.,Danny396,Milford485,Langosh790,,,M,white,nonhispanic,M,Scituate  Massachusetts  US,405 Schmidt Forge,Attleboro,Massachusetts,Bristol County,44007,02861,41.83193744803791,-71.33940188313014,73371.54,8723.52,176968
8793fde4-df83-8cc0-8de6-02c9d42c84ba,2005-10-29,,999-78-8219,S99937183,X69282555X,Mr.,Aubrey96,Ollie731,Muller251,,,,white,hispanic,M,Turners Falls  Massachusetts  US,990 Fay Camp Apt 85,Rockland,Massachusetts,Plymouth County,,00000,42.114732502732856,-70.90899122020176,3691.78,117689.10,17682
f1057649-218f-e91a-f354-7d539d9e5271,1980-11-18,,999-91-5644,S99912481,X75291713X,Mrs.,April374,Josie226,Smitham825,,Rodriguez71,M,white,nonhispanic,F,Concord  Massachusetts  US,365 O'Hara Street,Millbury,Massachusetts,Worcester County,,00000,42.201678881511434,-71.77608658710894,489061.81,788994.14,53015
770bebc3-2923-1238-28c9-040f82f9f9cd,1973-05-23,,999-97-5540,S99990522,X9325330X,Mrs.,Esperanza675,Marilu588,Olivares593,,Velásquez56,M,white,hispanic,F,Marigot  Saint Andrew Parish  DM,152 Wolff Parade Suite 86,Waltham,Massachusetts,Middlesex County,25017,02451,42.3934659316314,-71.22989997316758,570780.19,269264.82,116364
48214f19-7769-5db8-2f5b-81b7dc2c53b0,1961-12-13,,999-93-8433,S99921394,X1620046X,Mr.,Ryan260,Emilio417,Connelly992,,,W,white,nonhispanic,M,Boston  Massachusetts  US,654 Schowalter Rue Suite 12,Acton,Massachusetts,Middlesex County,,00000,42.45520794839891,-71.47574845056039,279914.99,128488.83,136290
2530af36-3690-436c-9ff4-adab4f9ca007,1985-06-28,,999-62-9415,S99955675,X45961551X,Mrs.,Beverly445,Bong390,Ernser583,,Runte676,M,white,nonhispanic,F,Chicopee  Massachusetts  US,950 Harvey Lane Unit 34,Springfield,Massachusetts,Hampden County,25013,01108,42.0886580004232,-72.60095726940965,161403.44,655915.77,49213
9d30e9e7-1743-e329-1978-0f011df65f8a,1955-10-01,,999-76-2627,S99911754,X79090403X,Mr.,Darell496,Rodger755,Mitchell808,,,M,white,nonhispanic,M,Boston  Massachusetts  US,345 Hirthe Hollow Apt 88,Nantucket,Massachusetts,Nantucket County,25019,02554,41.284223948915184,-70.09767534477695,138065.10,42650.62,57986
a541124d-379e-007f-f5dd-90f9badfd7bf,1985-08-12,,999-91-2110,S99922255,X37790959X,Mr.,Hilario934,Donovan745,Schuster709,,,D,white,nonhispanic,M,Hudson  Massachusetts  US,645 Pagac Course Apt 89,Revere,Massachusetts,Suffolk County,25025,02151,42.46498679089196,-70.97390995898299,7642.06,68971.01,16545
f786fdf5-ea20-b38d-5a24-00360eab73c5,1968-08-30,2023-11-17,999-61-5488,S99971538,X47938897X,Ms.,Marivel862,Cecelia952,Greenfelder433,,,S,asian,nonhispanic,F,New Bedford  Massachusetts  US,292 Pagac Trafficway,Lexington,Massachusetts,Middlesex County,25017,02420,42.42723420204043,-71.26218256715684,520690.34,292249.72,111384
77859172-afb2-787b-00d8-e170b3788240,1969-11-09,,999-46-9166,S99918739,X79475919X,Mr.,Roy364,Broderick767,Botsford977,,,M,white,nonhispanic,M,Boston  Massachusetts  US,626 Ledner Center,Worcester,Massachusetts,Worcester County,25027,01608,42.28546005835489,-71.83560548468421,84688.28,23834.19,27367
bb1e516b-68c2-a897-ae80-3d16e4c5ff9b,1939-03-08,2024-06-26,999-35-7296,S99992294,X12216199X,Mr.,Kenny207,Nicholas495,Steuber698,,,W,white,nonhispanic,M,Longmeadow  Massachusetts  US,691 Hegmann Divide,Marshfield,Massachusetts,Plymouth County,25023,02050,42.141614072564415,-70.73881594075485,19029.82,333242.96,20606
dfc223d4-72bd-94c8-54c0-143f8864deb7,1987-11-30,,999-38-1870,S99989308,X6637348X,Mrs.,Karisa693,Candyce305,Torp761,,Fisher429,D,white,nonhispanic,F,Newton  Massachusetts  US,858 Blanda View Unit 58,Acton,Massachusetts,Middlesex County,,00000,42.52838763175337,-71.48190753550416,74757.90,300793.04,634478
394609cf-3a9e-f736-c839-3ea5f175a5ba,2006-10-30,,999-68-8235,S99949436,,Ms.,Pinkie318,Simonne139,Sauer652,,,,white,nonhispanic,F,Lowell  Massachusetts  US,599 Renner Skyway Unit 83,Concord,Massachusetts,Middlesex County,,00000,42.474079517673154,-71.32377615181026,39676.08,142.29,145164
00b66251-0225-a1ba-4c05-34deb43415d0,1969-12-03,,999-79-3176,S99939939,X42728858X,Mr.,August363,Clay913,Lehner980,,,S,white,nonhispanic,M,Shrewsbury  Massachusetts  US,851 Hoeger Pathway,Barnstable,Massachusetts,Barnstable County,25001,02630,41.69047973248496,-70.33947234952481,103543.30,67465.92,120146
2fd5c42d-583f-9c0e-6a91-35fa4e799975,2005-10-24,,999-64-2561,S99931600,X46879157X,Ms.,Perla570,Georgie506,Schmitt836,,,,white,nonhispanic,F,Canton  Massachusetts  US,825 Hane Ville Unit 52,Pelham,Massachusetts,Hampshire County,,00000,42.37770624510692,-72.43276863689961,53132.14,144605.39,58824
98e08fcc-718c-668a-a79e-8ab6cdfb3e9f,1919-02-22,1991-09-03,999-60-5279,S99940905,X29415943X,Mr.,Von197,Jonathan639,Koepp521,,,S,white,nonhispanic,M,Bellingham  Massachusetts  US,962 Quigley Ville,Westborough,Massachusetts,Worcester County,25027,01581,42.260373140700324,-71.57128199590811,15025.03,289192.21,21978
e3ceb170-722b-c306-38e0-6bea04ab01cf,1922-07-21,2022-09-13,999-97-1648,S99962886,X37912778X,Mr.,Jan231,Alfredo17,Jakubowski832,,,M,white,nonhispanic,M,Stoneham  Massachusetts  US,756 Corwin Passage,Boston,Massachusetts,Suffolk County,25025,02129,42.32125598005549,-71.1468988634052,440635.32,1116099.79,53191
ba7d2caf-83d8-024a-bde0-9cff9964caea,1973-12-27,,999-65-2703,S99990839,X10991504X,Mr.,Isaac321,Sammy219,Harvey63,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,182 Strosin Village Unit 6,Marblehead,Massachusetts,Essex County,25009,01945,42.53934525276768,-70.84272400406569,103779.12,633477.10,459468
cf77da71-7724-c2f4-1bfb-1dab991c2066,1953-10-19,2019-08-16,999-36-7428,S99920678,X34930910X,Mr.,Clair921,Edmond919,Daugherty69,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,755 Gutmann Harbor,Fall River,Massachusetts,Bristol County,25005,02720,41.75099314793469,-71.14370256775167,209398.53,374197.13,46724
a9d7a180-930a-4e80-fc78-1e86a373a821,1968-08-30,,999-49-4202,S99916657,X56902964X,Mrs.,Jaunita130,Jaclyn627,Kertzmann286,,Erdman779,M,asian,nonhispanic,F,Waltham  Massachusetts  US,944 Lakin Mews Apt 25,Lexington,Massachusetts,Middlesex County,25017,02420,42.41816663212998,-71.2247134829458,618603.73,893778.90,111384
1aa7b338-a7f0-67d1-4a64-bae03b2862e0,1966-09-30,,999-50-2539,S99915749,X65416314X,Mr.,Harland508,Ken316,Wiza601,,,M,white,nonhispanic,M,Milford  Massachusetts  US,1009 Hand Mill,North Andover,Massachusetts,Essex County,,00000,42.63422932977184,-71.06207526811724,64761.15,4501.29,526334
3e92528d-76a4-1b1e-8fd6-d8dd1e2fa6f0,1953-10-07,,999-90-7771,S99929207,X46240690X,Mr.,Simon598,Stevie682,Hyatt152,,,M,white,nonhispanic,M,Lyon  Auvergne-Rhone-Alpes  FR,1087 Bosco Drive Unit 76,Westborough,Massachusetts,Worcester County,25027,01581,42.30810226806968,-71.60705927420611,106768.65,187930.74,135662
